 3472048311670, 3472049185732, 3472092086257, 3472118327458, 3467593911371, 3467748416803, 3467847482959, 3467848436918, 3467863802440,3468223965132
 3474367603151, 3474369271328, 3474411851645, 3474428640500, 3469906830143, 3470048891512, 3470155240845, 3470168059961, 3470177421368,3470194519912
 3476116772179, 3476118886502, 3476161552652, 3476178651091, 3471665540996, 3471818793719, 3471905495863, 3471906169249, 3471916793573,3471932778262
 3477873758812, 3477876275011, 3477923409338, 3477946282726, 3473429981119, 3473585612437, 3473671157393, 3473679516144, 3473691458958,3473732181254
 3479860468125, 3479862849063, 3479906413286, 3479927567663, 3475417715692, 3475572090812, 3475658373789, 3475659187071, 3475683295927,3475702292544
 3482003849276, 3482007415683, 3482050910531, 3482078949804, 3477554859916, 3477703377899, 3477816505775, 3477817804577, 3477832102131,3477862703332
 3483760636795, 3483762676118, 3483808517685, 3483823555968, 3479320598373, 3479474226513, 3479550024073, 3479550999958, 3479564694335,3479598977567
 3485932550813, 3485935475709, 3485977255453, 3486000852799, 3481487844266, 3481645276261, 3481729139342, 3481730142623, 3481742601895,3481793173046
 3488414222987, 3488417502467, 3488459383409, 3488477801067, 3483956417220, 3484110675308, 3484205982714, 3484206826933, 3484217900527,3484255181781
 3491064158251, 3491066748460, 3491109708360, 3491117236694, 3486622431027, 3486777291303, 3486844265633, 3486845038341, 3486852194696,3486876782511
