 4106580473063, 4106582562177, 4106635390204, 4106637143902, 4102149088022, 4102291367047, 4102358025231, 4102358770856, 4102368105388,4102445301750
 4108681395251, 4108685210043, 4108726620516, 4108728769214, 4104228719011, 4104379040588, 4104454970648, 4104455883565, 4104466129034,4104544705188
 4110442172822, 4110444865531, 4110489096004, 4110491310692, 4106004483094, 4106152463004, 4106213929365, 4106214705354, 4106224426189,4106285080414
 4112140935023, 4112143451794, 4112190924559, 4112195271435, 4107701520450, 4107852821403, 4107916881357, 4107917678701, 4107927040317,4108004294804
 4114582087037, 4114584468287, 4114627149073, 4114630033813, 4110138191735, 4110294457115, 4110352694933, 4110353937381, 4110366498112,4110459463017
 4116550050618, 4116552364421, 4116595744685, 4116598082029, 4112104513962, 4112261468092, 4112319922629, 4112320889817, 4112326500130,4112412425816
 4118316678138, 4118319725899, 4118373945019, 4118378732624, 4113874040232, 4114027534466, 4114104421401, 4114105500099, 4114115707391,4114194463181
 4120227814110, 4120230875933, 4120274922812, 4120276853958, 4115721239322, 4115874694338, 4116000723569, 4116001573465, 4116010722945,4116093307432
 4121953372355, 4121955750480, 4122000921318, 4122002670745, 4117512562469, 4117663211755, 4117724804001, 4117725600824, 4117734115096,4117801350259
 4123923375520, 4123925984530, 4123970858233, 4123975831827, 4119463814070, 4119619053252, 4119697745604, 4119698484406, 4119707244667,4119787706342
